content,sentiment
"Selalu gagal mengirimkan kode verifikasi, padahal pulsa masih ada, koneksi internet juga bagus",Positif
Terima kasih banyak,Positif
Nunggu kode otp aja sulit perbaiki lagi sistem nya,Negatif
Disuruh verifikasi pake nomor hp terus kode verifikasinya ga dikirim dikirim jadi gimana cara verifikasinya,Negatif
Good,Positif
Buka amplikasi mobile jkn tdk bisa,Netral
Kenapa setiap mau memverifikasi slalu gagal,Negatif
"ini gimana ya kode otp nya ga di kirim terus, pdhal mau berobat loh jadi tertunda",Negatif
Bagus dan membantu saat pergantia faskes.,Positif
Bagus,Positif
"Ini kenapa ya mau daftar aja susah bgt, kirim kode ke no hp gak masuk""",Negatif
Best banget Unja mandalo,Positif
Sangat membantu,Positif
Sangat membantu,Positif
"Gk bisa di akses semua handphone, kasian juga sama yg punga hp yg sudah gk support app nya",Negatif
"Kenapa pas log in nya ga bisa masuk, alamat email nya udh bener, tp tetap salah Jd seharusnya bagaimana",Negatif
"kecewa berat dgn aplikasinya, memang hp saya jadul (vivo s1) tapi kalau lagi sakit gini mau berobat harus daftar dulu mana verifikasi susah dan terkelur aplikasi, terus kirim otp ga masuk masuk untuk yg ke 2 kalinya dan 3 dan 4 kali. mohon diperbaiki",Negatif
Memudahkan,Positif
Bagus,Positif
Isi data perubahan 2x masih belum verifikasi,Netral
aplikasi keren tapi pelayanan faskes rata rata kacau,Negatif
"Ngirim kode otp verifikasi auto debit itu 1 tahun, kok Dev nyak gak ngecek ya. Tlol",Negatif
Mantap,Positif
Ok,Positif
Kode lewat SMS nya tidak pernah saya dapatkan padahal kartu saya aktif dan sering saya pakai.,Negatif
Good,Positif
Sejauh ini lebih praktis sih kalo onlen,Positif
Cukup baik,Positif
Sangat puas,Positif
Woi mana kode otp nyaaaa,Negatif
sudah baik,Positif
"Pelayanan sat set tanpa ruwet,semoga tetap jadi yg terbaik",Positif
"Gw di telepon cok, gak ngasih apa apa minta rating tentang pelayanan, hadeh banget",Negatif
HP saya ada tulisan Aplikasi mobile tidak berjalan pada emulator.,Netral
Responnya sangat cepat,Positif
Sangat membantu masyarakat,Positif
"Aplikasi kebanyakan error, kode Verifikasi gk masuk-masuk",Negatif
Sangat bermanfaat,Positif
Terimakasih JKN Bermanfaat buat saya,Positif
Aplikasi bagus sangat mudah,Positif
"Baru buka aplikasi,lgsg minta verifikasi wajah, tp gak bs utk memverifikasi, gagal trs, sudah q coba berulang x tp gagal, lalu aplikasi kluar sndri. Ini gmna ini tolong lah di perbaiki. Sulit mau berobat klw sprti ini.",Negatif
"Bagus apknya, cuma kenapa ya diberanda tulisannya anggota keluarga non aktif tapi setelah dicek kartu masih aktif. Ada tanda silang keluarga non aktif setelah login di handphone baru. Bantuannya tolongg, terima kasih",Negatif
Bismillah sehatt,Positif
Sangat membantu,Positif
"Kecewa karena kode otp gak mau muncul padahal nomor sama pulsa juga ada nunggu 5 jam lebih hasilnya tetep sama,niat bikin apk ga sih?",Negatif
Kenapa fitur lupa kata sandi gx bisa2 siih Udah coba selama seminggu hasilnya sama aja,Negatif
Gagal trs Mlah ngabisin pulsa,Negatif
Sangat membantu,Positif
Lebih memudahkan peserta BPJS dalam pelayanan dan pendaftaran antrian,Positif
"Tolong dong kalo untuk perpanjang rujukan dibisain langsung lewat aplikasi Mobile JKN, kalo gak sadar/lupa masa rujukannya abis, repot banget, udah jauh² dtg ke RS rujukan, harus balik lg ke faskes 1 minta perpanjang, repot bgt. Ngantri lg bawa² anak kecil, nyatu lg barengan org² dewasa yg sakit.",Negatif
Sangat membantu,Positif
Good,Positif
"Maaf, mau info sdh bbrp bulan tidak bisa daftar online ke RS Rujukan. Mohon di cek app ya. Trimakasih 🙏🙏🙏",Netral
Bagus cepat,Positif
Jossss . Yang penting bayar guys 😂😂😂,Positif
"Mudah,gak ribet pemakaiannya...semoga amanah..aamiin",Positif
Pelayanannya cukup memuaskan.. mudah dan cepat ..dosis obatnya cocok..,Positif
Ok,Positif
Ok,Positif
Ok,Positif
OTP SMS tidak masuk,Netral
"Saya registrasi dengan memasukkan nomer saya kok gak ada verifikasi masuk yaa, padahal nomer saya masih aktif dan saya nyoba SMS pakai nomer lain ke nomer saya bisa masuk...gitu kenapa yaa?",Negatif
Ok membantu,Positif
Good,Positif
"Apl ajg, dateng pagi2 giliran tinggl cekin gagal trs, Harus ferifkasi wajah, mana tiap ferifikasi gagal trs, Harus nya antrian pertama jadi antrian terahir,",Negatif
"Aplikasinya bagus, semua penjelasannya mudah dimengerti.",Positif
Ok👍🏻,Positif
Terbaik,Positif
TERIMA KASIH Mobile JKN semoga lancar selalu,Positif
Mantab,Positif
Sulit dibuka. Sial,Negatif
Update terus lagian juga jarang buka,Netral
Sangat terbantu,Positif
Sangat membantu dan baik,Positif
Excellencies,Positif
OTP nya gak masuk masuk ini sangat menyulitkan,Negatif
Kenapa kode verifikasi no hp gk muncul2,Negatif
"Kesel, masa mau daftar udh cantumin nomor hp aktif dan ada pulsa. Kode verifikasi nya ga masuk masuk, ribet",Negatif
"Verifikasi Mulu,padahal mau daftar yg berbayar, yg berbayar aja sulit, gimana yang gratis",Negatif
Ini saya mau daftar tpi gak bisa pas bagian kirim kode dri SMS no hp dan katanya harus ada pulsa saya udah isi pulsa pada no hp tersebut pun tetap gak bisa!!! Tolong dong ini gimana caranya???,Negatif
Memudahkan,Positif
"KODE OTP NYA SUSAH BANGET DAPETNYA, APLIKASI BABI. JANCOKKK",Negatif
Aplikasi gk guna masa iya ngirim otp nomor 2 kali gk masuk baru juga mau daftar hadeh proyek pemerintah,Negatif
Membantu sekali,Positif
Pindah Jkn sangat mudah..online langsung ok..mamtab Jkn,Positif
Gercep,Negatif
Ya allah. Susah banget authentication no HP. Padahal ada pulsa 80 rebu,Negatif
Sangat membantu,Positif
Aplikasi apaan ini minta kode otp be lamo nian,Negatif
Terima kasih Apps nya bagus dan membantu,Positif
tidak bisa daftar.. kode OTP via Sms tidak dikirim kirim,Negatif
berguna sekali buat orang seperti saya ini,Positif
Bagus,Positif
Memudahkan untuk berobat,Positif
Entah kenapa akun ku ga bisa di verifikasi,Negatif
"aplikasi cacat, ngerugiin masyarakat aja",Negatif
sayangnya aplikasinya tidak bisa dibuka terkene rood,Negatif
"Aplikasi tolol , verifikasi no hp puluhan kali nyoba tetap tak ada yang masuk .",Negatif
Sangat membantu,Positif
Mantap,Positif
Assalamualaikum pak/buk kok aplikasi saya GK bisa dibuka ya ada bacaan emuliator nya gtu ya pak/buk mohon bantuannya saya me berobat anak saya pak/buk terimakasih sebelomnya,Negatif
Alhamdulillah aplikasi nya sangat membantu mempermudah akses kesehatan keluarga,Positif
Proses mudah dan cepat,Positif
Ok,Positif
Daftar verifikasi HP gagal terus,Negatif
Ok,Positif
bintang 3 dulu karna susah mau daftar,Negatif
cepat sekali proses nya di bantu dari cht pandawa,Positif
Sangat membantu masyarakat,Positif
"Makin lama makin bingung...mau daftar BPJS suruh download app JKN, giliran daftar JKN gagal terus...kalo ga becus ngelola aplikasi mending hapus ja dari playstore",Negatif
Mau daftar tapi kode OTP baik dri sms atau pun email gk di kirim2,Netral
Memudahkan,Positif
"harus menggunakan sns, sebaik bisa menggunakan w a",Netral
Ok,Positif
Ok,Positif
"Aplikasi nambah di update kok nambah gx bisa,aplikasi sombong,masa harus versi baru androidnya,masa saya harus ganti hp dulu,saya pengguna lama,yg tadinya bisa kok jadi gx bisa kan toloooooool,ngecewain",Negatif
Aplikasi pemerintah bukan? Nomer telfon udah slesai lewat wa pandawa. Pas daftar gabisa juga.. burik banget aplikasi,Negatif
Verifikasi nomor hape kok ga jelas wa atau sms sama sekali ga masuk,Negatif
Nice job,Positif
Verifikasi wajah gagal terus,Negatif
Mantappp lanjutt kan demi ke baik kan....,Positif
Lebih mudah di akses dan cepat,Positif
saya masuk jkn aplikasi susah banget.,Negatif
Aplikasi busuk. Ngirim verivikadi ja nunggu 10 menit ga dikirim2...cuihh...,Negatif
"Tolong bagian IT belajar lagi deh Tiap hari nge Bug mulu Aplikasi pelayanan kesehatan, miris sekali pembuatannya Padahal pelayanan kesehatan hal yg penting Saya juga rutin bayar bpjs tapi aplikasinya zonk, rusak, jelek, Bagaimana mau berobat kalau aplikasinya saja gak guna. Bagian pengembang aplikasi tolong perbaiki lagi kerja nya",Negatif
Bagus mempermudah,Positif
force close aja terus.. tolong aplikasinya CACAT‼️,Negatif
Ok,Positif
Face unrecognize,Netral
"Aplikasi gak guna setiap mau masuk loding nya lama tau tau gagal bener bener gak guna, ini untuk kepentingan bos buat bertobat biar sehat",Negatif
Malah gak bisa cek in .. ofline terusss,Negatif
Aplikasi Ini saya Sangat Suka Baik Di gunakan,Positif
Mau verifikasi aja lama bangat,Negatif
Aplikasi lalod. Orang sempat mati baru terbuka,Netral
Ganti no hp sulit link yg di berikan gak bisa di akses kacau jadi gak bisa berobat,Negatif
Aplikasi ini hanya mempersulit kepada pasien yg harus berobat dan perlu penanganan dari dokter tp aplikasi ini hanya menambah ribet pasien tidak bisa di gunakan secara sempurna.,Negatif
"ada notif anda offline anda offline, padahal buka apk yg lain lancar2 aja jaringan gw full 4G.",Negatif
Aplikasinya lemot... Servernya update dong... Udah pakai wifi terkencang di dunia masih muter².,Negatif
Kenapa pas di butuhkan server error sih,Negatif
"Tolong perbaiki kenala lemot banget, mau ngambil nomor antrian aja suka bgt, ada tulisan sedang offline trs, padahal sinyal bagus bgt",Negatif
Sinyal bagus tapi login sulit,Negatif
"Mobile Jkn ngaco,,gmn mu login,,capcha nya aja loading terus,,gak kelar² sampe skrg,,gmn mau bisa login,,,kocak nih aplikasi... cacat",Negatif
Sangat membantu sihh tp gitu sering offline🥹🤧,Negatif
Sering eror,Negatif
"Emang ya, aplikasi pemerenteh tuh emang kagak ada yang guna. Ngeribetin iye.",Negatif
Ini gmna si min apknya pdahal wifi lancar tapi pas mau masuk kok notifnya offline terus gak bisa di akses,Negatif
"Perbaiki aplikasi, sering bermasalah disaat melakukan pendaftaran, keburu yg daftar mati baru bisa daftar",Negatif
Sering gangguan tidak bisa masuk menu diaplikasi.... Tolong diperbaiki,Negatif
Menarik,Positif
"SAMPAH BANGET INI APLIKASI. Setiap mau berobat selalu gagal login atau ga bisa masuk ke menu, Padahal jaringan lancar jaya, emang aplikasihnya aja yang SAMPAH. Mempersulit orang sakit",Negatif
"kayak gak punya server, aplikasi pelayanan milik negara kok ecek-ecek..",Negatif
"Kenapa yaa apk nya, keterangan nya OFFLINE. saya gabisa masuk padahal mau daftar buat control. Tolong dong ini diperbaiki",Negatif
"Aplikasi bosokkk, mau daftar aja susah banget. Abis pulsa gua bolak balik minta kode OTP",Negatif
"Annjiiink, pas urgent mau dipakai malah error terus APK Konthol",Negatif
Sering Error mohon di perbaiki lagi🙏,Negatif
Makin kesini makin lemot saat membuka aplikasi,Negatif
"Aplikasi error terus, ""coba lagi"" trus setiap hari saya coba setiap hari ""coba lagi"". Ke kantor bpjs katanya bisa melakukan perubahan data lewat aplikasi, nyatanya baru pertama mencoba sudah ""coba lagi"".. tolong diperbaiki aplikasinya biar tidak ada notif ""coba lagi"" terus.",Negatif
Terlalu lelet,Negatif
Gak banyak banyak 1 kata saja BURIX,Negatif
"Gagal daftar terus, alasannya sedang offline, haduh",Negatif
"Sering banget gangguan, udah nyampe rs malah no. Antrian ga bisa di akses",Negatif
GABISA LOGIN TERUSSS,Negatif
Sudah daftar antrean melalui Mobile JKN. Sesampainya di Klinik malah tak bisa diakses.,Netral
Mantapppp .,Positif
"Susaaaaaah banget login nya,,duuuuhh",Negatif
"Knp TDK login ke aplikasi nya , pdahal sebelum nya bisa",Netral
"Aplikasi eror terus dari pertama download sampe bulan ke 5 kga bisa berfungsi dengan normal, bukan mempermudah malah menyulitkan.",Negatif
"Akhir-akhir ini mobile jkn sangat buruk untuk digunakan, tidak stabil sering muncul bug tiba-tiba, padahal sudah update versi terbaru , tolong pihak developer untuk segera mengatasi masalah-masalah tersebut, thnks.",Negatif
Mohon d upgrade lagi saja sistem nya. Agar lebih baik lagi.. Dan laporan via pandawa juga lama d jawab nya,Negatif
Sangat membantu,Positif
Ok,Positif
Sangat mrmbantu,Positif
sangat membantu sekali,Positif
applikasi bukannya makin bagus malah makin ancur. daftar online lewt apk jkn ga pernah bisa. gagal terhubung ke server terus!,Negatif
"Verifikasi wajah, tapi gagal terus. Cepat banget untuk pengarahan dari aplikasinya, ada tanda hijau, tapi itu 0,0002 detik kali saking cepetnya.",Negatif
Cepat dan terpercaya,Positif
Keren,Positif
Ribetnya ..mau log in ngga bisa Karena udh di pke untuk lebih dri 3 nik .telfon cs mlh ngga ada solusi ..suruh log in sendiri sendiri ato ngga unsinstal.. Gilirah udah uninstal dan instal lagi teteo ngga bisa lgi buat log in Suruh tlfon cs lagi .ribet,Negatif
Ok,Positif
"Aplikasi ribet, menyulitkan orang mau berobat 👎",Negatif
tolong pa / bu di buka lgi ini kmbli melulu sy sedang mau dftr onlen buat ank sy dari kemarin blm.berhasil karna tadinya blm fot ling nya sy sdh dftr dekarng mau daftr lagi sdh dapt kiriman lingnya in saya sdh buka aplikasi nya tapi ko nasi kmbali lagi z,Negatif
Sering error,Negatif
Sangat membantu memudahkan urusan kesehatan,Positif
Sangat membantu sekali untuk pengobatan,Positif
Sangat membantu terimakasih,Positif
"Y6,",Netral
Aplikasi jelek perlu perbaikan,Negatif
"Sangat bagus, mempermudah dan mempercepat bantuan pelayanan",Positif
Lebih baik dan profesional,Positif
Bagus,Positif
Gajelas buat daftar sering eror,Negatif
"Ini gimana ya dari kemarin aku coba dan masalahe cuma di kode otp SMS yang ga dapet dapet,padahal jaringan,pulsa,sama nomornya udah bener",Negatif
Fitur face recognitiongagal terus . Sangat sangat tidak membantu alhasil walaupun udah daftar online rujukan tetap tidak bisa digunakan .dan alhasil harus daftar offline dan antre lama,Negatif
"Hallo, Min. Mau nanya. Itu kenapa ya, pas saya mau masukin nomor untuk daftar jawabannya selalu ""maaf permintaan anda tidak dapat diproses""???",Negatif
Sangat membantu dan bermanfaat,Positif
Sangat membantu terima kasih banyak,Positif
Saya sudah aktifkan lokasi dan memberi ijin. Tetapi lokasi tidak bisa di baca terus 👎,Negatif
Ok,Positif
Pokok nya mantap deh,Positif
Siallllll apk apa ini mau daftar berobat katanya harus pakai apk ini tapi susah banget untuk verifikasi akunya pakai manual kartu BPJS tak boleh siap manusia mati karena penyakit yang di deritanya karena apk ini,Negatif
Luar biasa apk ini sangat membantu dan memudahkan segala keperluan,Positif
"Bagus banget pliss, aku gpunya krtu lngsung, adnya online, cman sring lupa ama pw nya😅",Positif
Sangat membantu,Positif
Jayalah Indonesia ❤️🤍,Positif
Oke mantap,Positif
Sangat memuasakan memakai apk ini,Positif
Mempermudah,Positif
Sangat disayangkan sulit memverifikasi akun,Negatif
indonesia oh indonesia. minta kode sms aja harus bayar. apasih yg geratis di indonesia...,Negatif
Good joob,Positif
Oke,Positif
Mantap,Positif
"no login sama verivikasi kok bisa berbeda, kenapa bisa begini? sangat menyulitkan",Negatif
gk ada sms klarivikasi padahal mencobah udah 2 jam,Negatif
Semoga dapat membantu dan mempermudah,Netral
mantap,Positif
"Akun tidak terverifikasi, padahal nomor hp sudah sesuai, tapi OTP tidak pernah terkirim ke hp saya",Negatif
sudab daftar tapi nmr hp tidak terdaftar,Netral
Semua jadi mudah,Positif
Aplikasi yg sangat membantu.,Positif
Good,Positif
Ok,Positif
Ok,Positif
"Nunggu kode lewat SMS gak ada, ganti nomer juga tetap gak ada, install uninstall tetap sama saja, padahal jaringan lancar. Bagaimana harus bisa daftar!!!",Negatif
Sangat baik,Positif
Dulu no HP saya sudah saya daftarkan Di mobile jkn terus saat ini saya mau daftar tidak bisa menerima no verifikasi gimana solusi nya,Negatif
"Luar biasa, Sangat membantu sekali tidak perlu lagi ke kantor cabang",Positif
Saya tidak bisa membuka riwayat pelayanan .,Negatif
Sangat membantu,Positif
"NIK gak dikenal. Pas daftar masukin HP disebut sudah dipakai. Jadi penasaran, berapa nilai proyek aplikasi kayak ini.",Negatif
Mantap,Positif
Memudahkan pelayanan,Positif
Ok mantap,Positif
ga dpt sms otp,Negatif
Kenapa gak bisa login kenapa no telpon gak perna di pake masa keteran no udah di pake aneh ??????,Negatif
responsif sehingga membantu proses selanjutnya terimakasih,Positif
Setiap bulan buka aplikasi ini. Setiap bulannya jg minta update. Fitur juga gak ada perubahan.,Netral
Verifikasi nomor telpon berulang ulang tetap ngak ada kode verifikasi yang masuk di SMS alhasil ngak bisa aktifkan kis,Negatif
Sangat membantu,Positif
Ok,Positif
Ok,Positif
Aplikasi yang sangat membantu untuk urusan jaminan kesehatan BPJS.,Positif
memuaskan,Positif
"Daftar pakai nomer telpon yg aktif, udah verifikasi pakai pulsa . Pas masuk verifikasi pake pulsa tapi nomer verifikasi berbeda",Netral
😇🙏,Positif
akses ke paskes lebih cepat dan mudah,Positif
Sangat Puas,Positif
Ok lh,Positif
SUPERR LEMOTT HOYY KONAHAAA,Negatif
mantap,Positif
susah.,Negatif
bekerja dengan baik. semoga pemerintahan memperhatikan kalangan bawah,Positif
Sulit buat login,Negatif
Sangat membantu,Positif
Susah verivikasi nya,Negatif
Mantap,Positif
Oke banget,Positif
"Ngapa coba buat skck harus pake JKN, rusak lo!!",Negatif
G No good..,Negatif
Bagus,Positif
Sangat membantu.,Positif
Terima kasih banyak atas semuanya program yang di berikan sangat bermanfaat,Positif
"Klo bkin aplikasi yg bner,klo gk bsa bkin aplikasi gk ush bkin.percuma bkin aplikasi,dgn tjuan buat mempermudah urusan terkait tanpa hrs dteng ke kantor offline tp gk bsa di akses dgn alasan kesalahan internal server.",Negatif
sangat bagus,Positif
Dengan mobile JKN mempermudah kita .,Netral
Pendaftaran verifikasi masih sangat sulit,Negatif
Mantap,Positif
Sangat membantu dan mudah digunakan,Positif
Ribet ... pendaftaran sllu dibatalkan tanpa alasan yg jelas,Negatif
"Sangat membantu, terimakasih",Positif
Aplikasi nya ga membantu sama sekali,Negatif
"Gimana sih disuruh verifikasi nomor telfon, tpi nggk ada metode verifikasinya Hadehhhhh",Negatif
Aplikasinya mudah di gunakan Tidak bikin ribet Pokoknya Top,Positif
Oke,Positif
Sangat memuaskan cepet dan ngak perlu ribet,Positif
Sangat bagus,Positif
Mantab,Positif
Siplah,Positif
Ni petugasnya pada tidur atau apa si? Kode otp aja lama banget gak dikirim2,Negatif
Terbaik,Positif
"Sudah cukup bagus, tinggal tingkatkan fitur2 yg lainnya",Positif
Responsip,Positif
Apk sampah eror mulu,Negatif
Aplikasi yg sangat payah,Negatif
Pelayanan sangat bagus,Positif
Muantaaabbb,Negatif
tolollll,Negatif
Apk pemerintah gak ada yang bener!,Negatif
Sangat membantu rakyat indonesia,Positif
Oke,Positif
Males mau daftar tidak dapat otp,Negatif
"Bintang 1 dulu Ko ga ada SMS verifikasi padahal nomer aktif,. Mohon ini udah 2 minggu di coba terus tpi gak bisa kenapa ya?",Negatif
"Habis install tetep ga bisa susah bngt,dan gbisa daftar",Negatif
